Company,Product,TypeName,Inches,Ram,OS,Weight,Screen,ScreenW,ScreenH,Touchscreen,IPSpanel,RetinaDisplay,CPU_company,CPU_freq,CPU_model,PrimaryStorage,SecondaryStorage,PrimaryStorageType,SecondaryStorageType,GPU_company,GPU_model,Price_Rs,warranty_status,Image_URL
Dell,Inspiron 3567,c6ecd7ec,15.6,8,Windows 10,2.36,Standard,1366,768,Yes,No,No,Intel,2.5,Core i5 7200U,2048,0,HDD,No,Intel,HD Graphics 620,50163.3,Under Warranty,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Dell,Latitude 7480,7cd25968,14,8,Windows 10,1.36,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 7300U,256,0,SSD,No,Intel,HD Graphics 620,128430,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,250 G6,da835668,15.6,4,Windows 10,1.86,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,39510,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,Zenbook UX410UA-GV027T,9bbccfa6,14,8,Windows 10,2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,85050,Warranty Expired,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Lenovo,IdeaPad 320-17IKB,03fac4d9,17.3,6,Windows 10,2.8,Standard,1600,900,No,No,No,Intel,2.5,Core i5 7200U,128,1024,SSD,HDD,Nvidia,GeForce GTX 940MX,64710,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,250 G6,ef7de403,15.6,8,Windows 10,1.86,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,57510,Warranty Expired,https://images.unsplash.com/photo-1580894908361-967195033215
Lenovo,IdeaPad 320-15ISK,da90b6a2,15.6,8,No OS,2.2,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,256,0,SSD,No,Nvidia,GeForce 920MX ,44910,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,15-AY023na (N3710/8GB/2TB/W10),961e1d81,15.6,8,Windows 10,2.04,Standard,1366,768,No,No,No,Intel,1.6,Pentium Quad Core N3710,2048,0,HDD,No,Intel,HD Graphics 405,35010,Under Warranty,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Dell,Inspiron 5770,c7ed3ba8,17.3,8,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,128,1024,SSD,HDD,AMD,Radeon 530,97650,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Legion Y520-15IKBN,0a767f71,15.6,8,No OS,2.4,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7300HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,72810,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 5567,d525177c,15.6,8,Windows 10,2.33,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,80910,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,Elitebook 1040,2c2974c7,14,8,Windows 10,1.36,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,157500,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,ZenBook Flip,eb28c95b,15.6,12,Windows 10,2.26,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,2048,SSD,HDD,Nvidia,GeForce GT 940MX,98910,In Progress,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Acer,Aspire 3,9368f589,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,AMD,3,A9-Series 9420,128,0,SSD,No,AMD,Radeon R5,38340,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Asus,Rog Strix,9c2bbd47,17.3,16,Windows 10,3.25,Full HD,1920,1080,No,Yes,No,AMD,3,Ryzen 1700,256,1024,SSD,HDD,AMD,Radeon RX 580,197910,In Progress,https://images.unsplash.com/photo-1587825140400-8b0d2e9cfc6f
Lenovo,IdeaPad 110-17ACL,f982ca53,17.3,4,Windows 10,2.6,Standard,1600,900,No,No,No,AMD,2.2,A8-Series 7410,128,0,SSD,No,AMD,Radeon R5,44010,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Dell,Inspiron 5379,dd90ed4f,13.3,8,Windows 10,1.62,Full HD,1920,1080,Yes,No,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,Intel,UHD Graphics 620,78210.9,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),f2d471ea,15.6,4,Windows 10,1.91,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,256,0,SSD,No,AMD,Radeon R5,44009.1,Warranty Expired,https://images.unsplash.com/photo-1691085475426-d9636c7010b3
Lenovo,Yoga 11e,3ea381ec,11.6,4,Windows 10,1.59,Standard,1366,768,No,Yes,No,Intel,1.1,Celeron Quad Core N3450,128,0,SSD,No,Intel,HD Graphics 500,49770,Warranty Expired,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Dell,Inspiron 3552,73e0bf5f,15.6,4,Windows 10,1.8,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,27810,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Asus,VivoBook E403NA,e295339f,14,4,Windows 10,1.5,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,25740,Warranty Expired,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Acer,Aspire 7,3e7595e9,15.6,8,Linux,2.4,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,76140,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,Omen 17-w212nv,3313ac13,17.3,8,Windows 10,3.35,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,107190,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,4b3cdf7e,15.6,4,No OS,1.85,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,36315,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,ROG Strix,3ebb2de4,15.6,8,Windows 10,2.3,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1060,148950,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,IdeaPad 720S-14IKB,23b0ef12,14,8,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Nvidia,GeForce 940MX,98910,Under Warranty,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Asus,Zenbook Flip,43802187,13.3,16,Windows 10,1.1,Full HD,1920,1080,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,157401,In Progress,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Lenovo,Thinkpad X1,35fa67c0,14,8,Windows 10,1.13,Standard,2560,1440,No,Yes,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,205380,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Ideapad 510S-13IKB,c5216297,13.3,4,Windows 10,1.5,Full HD,1920,1080,No,Yes,No,Intel,2.4,Core i3 7100U,128,0,SSD,No,Intel,HD Graphics 620,49410,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Dell,Precision 3510,873a0416,15.6,8,Windows 10,2.23,Full HD,1920,1080,No,No,No,Intel,2.6,Core i5 6440HQ,500,0,HDD,No,AMD,FirePro W5130M,123210,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Precision 5520,0cadb2d5,15.6,8,Windows 10,2,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M1200,192150,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,ThinkPad X1,621f7c46,14,16,Windows 10,1.42,Standard,2560,1440,Yes,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,225810,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Asus,Rog GL753VD-GC042T,52f3d171,17.3,8,Windows 10,3,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1050,93510,Under Warranty,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Asus,Rog GL753VE-GC070T,5a502daf,17.3,16,Windows 10,3,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,143190,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Acer,Aspire 5,bc950c0a,15.6,12,Windows 10,2.2,Standard,1366,768,No,Yes,No,Intel,1.6,Core i5 8250U,1024,0,HDD,No,Nvidia,GeForce MX130,62459.1,Warranty Expired,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
MSI,Leopard GP72M,a3d0ce9f,17.3,8,Windows 10,2.7,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050 Ti,121410,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Dell,Inspiron 5567,eab35568,15.6,8,Linux,2.33,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,AMD,Radeon R7 M445,70098.3,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,7182e2dd,15.6,4,Windows 10,1.91,Full HD,1920,1080,No,No,No,AMD,3,A9-Series 9420,256,0,SSD,No,AMD,Radeon 520,44910,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,ThinkPad E580,2dcdad31,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,110660.4,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,ThinkPad L470,8.74E+45,14,8,Windows 10,1.9,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,84420,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Dell,Precision M5520,ab6057ce,15.6,8,Windows 10,1.78,4K Ultra HD,3840,2160,Yes,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,Quadro M1200,244080,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Thinkpad X1,14b64db6,14,16,Windows 10,1.13,Standard,2560,1440,No,Yes,No,Intel,2.7,Core i7 7500U,1024,0,SSD,No,Intel,HD Graphics 620,236250,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,IdeaPad 320-15IAP,6d8fab57,15.6,4,Windows 10,2.2,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,1024,0,HDD,No,Intel,HD Graphics 500,27540,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,ea7b0a7d,17.3,16,Windows 10,2.9,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1050,137610,Under Warranty,https://images.unsplash.com/photo-1587825140708-dfaf72ae4b04
Lenovo,ThinkPad E580,d19af9d5,15.6,8,Windows 10,2.1,Full HD,1920,1080,No,Yes,No,Intel,1.6,Core i5 8250U,256,1024,SSD,HDD,AMD,Radeon RX 550,103005,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Acer,Aspire 7,1e64db23,15.6,8,Linux,2.5,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,79110,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
MSI,GE73VR 7RF,a81c9b8f,17.3,16,Windows 10,2.8,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,202410,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Asus,Zenbook 3,82fd2742,14,8,Windows 10,1.1,Full HD,1920,1080,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,168570,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Toshiba,Portege Z30-C-16P,6033f73e,13.3,16,Windows 10,1.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,512,0,SSD,No,Intel,HD Graphics 520,157230,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Dell,Latitude 7480,91c46720,14,8,Windows 10,1.36,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,512,0,SSD,No,Intel,HD Graphics,151200,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Lenovo,IdeaPad 320-15ISK,ad4b1d29,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,500,0,HDD,No,Intel,HD Graphics 520,36810,Warranty Expired,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Lenovo,Lenovo IdeaPad,a9b0ba82,11.6,2,Windows 10,1.15,Standard,1366,768,No,No,No,Intel,1.1,Celeron Dual Core N3350,32,0,Flash Storage,No,Intel,HD Graphics 500,27400.5,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,ThinkPad P51,94a6e501,15.6,8,Windows 10,2.67,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,Quadro M1200,173250,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,Thinkpad T470p,473bd206,14,8,Windows 10,1.7,Full HD,2560,1440,No,Yes,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GT 940MX,174870,In Progress,https://images.unsplash.com/photo-1593642634367-d91a135587b5
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,3dbcefe0,15.6,4,Windows 10,2.1,Full HD,1920,1080,No,No,No,Intel,2,Core i3 6006U,1024,0,HDD,No,AMD,Radeon 520,42210,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Acer,Aspire R7,8f2a5d53,13.3,8,Windows 10,1.6,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,71010.9,Under Warranty,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
Asus,ZenBook Flip,0a2c91ac,13.3,8,Windows 10,1.27,Full HD,1920,1080,Yes,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,83520,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Dell,Inspiron 3567,f4d5ae3f,15.6,4,Linux,2.3,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,AMD,Radeon R5 M430,53901,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Latitude 3380,86e38824,13.3,4,Windows 10,1.65,Standard,1366,768,No,No,No,Intel,2,Core i3 6006U,128,0,SSD,No,Intel,HD Graphics 520,62010,Warranty Expired,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
HP,EliteBook 1040,c1b145b9,14,8,Windows 10,1.43,Full HD,1920,1080,No,No,No,Intel,2.5,Core i7 6500U,256,0,SSD,No,Intel,HD Graphics 520,135000,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Dell,Inspiron 3567,5.54E+14,15.6,8,Windows 10,2.14,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,1024,0,HDD,No,Intel,HD Graphics 620,48595.5,Warranty Expired,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Lenovo,ThinkPad E480,2a05e4af,14,8,Windows 10,1.75,Full HD,1920,1080,No,Yes,No,Intel,1.8,Core i7 8550U,256,0,SSD,No,AMD,Radeon RX 550,109384.2,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Lenovo,Yoga 720-15IKB,6e9fe151,15.6,16,Windows 10,2,4K Ultra HD,3840,2160,Yes,Yes,No,Intel,2.8,Core i7 7700HQ,512,0,SSD,No,Nvidia,GeForce GTX 1050,170910,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Chuwi,LapBook 12.3,4ede5123,12.3,6,Windows 10,1.4,Standard,2736,1824,No,Yes,Yes,Intel,1.1,Celeron Quad Core N3450,64,0,Flash Storage,No,Intel,HD Graphics 500,40410,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
HP,ProBook 650,7c77bc7a,15.6,8,Windows 10,2.31,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,256,0,SSD,No,Intel,HD Graphics 630,128430,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Asus,X542UQ-DM117 (i3-7100U/8GB/1TB/GeForce,7b5c9562,15.6,8,Linux,2.3,Full HD,1920,1080,No,No,No,Intel,2.4,Core i3 7100U,1024,0,HDD,No,Nvidia,GeForce 940MX,53730,Warranty Expired,https://images.unsplash.com/photo-1593642632823-8f785ba67e45
Dell,Alienware 17,e384c6e2,17.3,16,Windows 10,4.42,Standard,2560,1440,No,Yes,No,Intel,2.9,Core i7 7820HK,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,251910,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Inspiron 7577,75945331,15.6,8,Windows 10,2.62,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050 Ti,104310,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Dell,Inspiron 5570,afbe605e,15.6,8,Windows 10,2.02,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,256,2048,SSD,HDD,AMD,Radeon 530,102816,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Latitude 5480,e939ceb9,14,8,Linux,1.6,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7600U,256,0,SSD,No,Intel,HD Graphics 620,98910,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,Omen 17-w207nv,d1ba443f,17.3,12,Windows 10,3.35,Full HD,1920,1080,No,No,No,Intel,2.8,Core i7 7700HQ,256,1024,SSD,HDD,Nvidia,GeForce GTX 1070,179910,Under Warranty,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Mediacom,FlexBook Edge,2e4fddcf,11.6,4,Windows 10,1.16,Full HD,1920,1080,Yes,Yes,No,Intel,1.1,Celeron Dual Core N3350,32,0,SSD,No,Intel,HD Graphics 500,26910,Under Warranty,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Samsung,Chromebook 3,fe039a02,11.6,4,Chrome OS,1.15,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,16,0,Flash Storage,No,Intel,HD Graphics 400,24210,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,Thinkpad 13,eb512d2d,13.3,8,Windows 10,1.4,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7500U,256,0,SSD,No,Intel,HD Graphics 620,90900,Under Warranty,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,IdeaPad 320s-14IKB,64ce8955,14,4,Windows 10,1.7,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i3 7130U,128,0,SSD,No,Intel,HD Graphics 620,53910,Under Warranty,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Thinkpad T570,8b663b27,15.6,16,Windows 10,2.3,4K Ultra HD,3840,2160,No,Yes,No,Intel,2.8,Core i7 7600U,512,0,SSD,No,Nvidia,GeForce 940MX,220050,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Lenovo,Thinkpad P51,9a417af6,15.6,16,Windows 10,2.5,Full HD,1920,1080,No,No,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Nvidia,Quadro M2200M,220410,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,Rog Strix,c97b7596,17.3,8,Windows 10,3.2,Full HD,1920,1080,No,No,No,AMD,3.2,Ryzen 1600,256,1024,SSD,HDD,AMD,Radeon RX 580,152550,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
HP,15-ra044nv (N3060/4GB/500GB/W10),f0e2a6b8,15.6,4,Windows 10,2.1,Standard,1366,768,No,No,No,Intel,1.6,Celeron Dual Core N3060,500,0,HDD,No,Intel,HD Graphics 400,31230,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Google,Pixelbook (Core,7a1d054b,12.3,16,Chrome OS,1.1,Standard,2400,1600,Yes,No,No,Intel,1.3,Core i7 7Y75,512,0,SSD,No,Intel,HD Graphics 615,197910,In Progress,https://images.unsplash.com/photo-1517336714731-489689fd1ca8
Lenovo,ThinkPad T470s,6923bda8,14,24,Windows 10,1.32,Standard,2560,1440,No,No,No,Intel,2.7,Core i7 7500U,512,0,SSD,No,Intel,HD Graphics 620,214380,In Progress,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
Asus,VivoBook Max,7cea34bc,15.6,4,Linux,2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,50310,In Progress,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,IdeaPad 320-15AST,2f99afe5,17.3,8,Windows 10,2.8,Standard,1600,900,No,No,No,AMD,2.5,A6-Series 9220,1024,0,HDD,No,AMD,Radeon R4,46710,In Progress,https://images.unsplash.com/photo-1593642634528-4f8b0d1a5b4c
Dell,Inspiron 5570,9a504a1c,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.6,Core i5 8250U,256,0,SSD,No,AMD,Radeon 530,67410,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Lenovo,ThinkPad X270,dd49c8b8,12.5,8,Windows 10,1.36,Full HD,1920,1080,No,Yes,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,128610,Warranty Expired,https://images.unsplash.com/photo-1616628188463-3a593be47e6c
Lenovo,IdeaPad 320-15IAP,48d24305,15.6,4,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,1.1,Pentium Quad Core N4200,128,0,SSD,No,Intel,HD Graphics 505,31410,Warranty Expired,https://images.unsplash.com/photo-1610465299990-7c5b08a39f9c
HP,Omen 15-AX205na,fc351dbc,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,Yes,No,Intel,2.8,Core i7 7700HQ,128,1024,SSD,HDD,Nvidia,GeForce GTX 1050,98910,In Progress,https://images.unsplash.com/photo-1580894908361-967195033215
Dell,Latitude 5480,a5de5de0,14,8,Windows 10,1.64,Full HD,1920,1080,No,No,No,Intel,2.8,Core i5 7440HQ,256,0,SSD,No,Nvidia,GeForce 930MX,106110,Under Warranty,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Acer,Aspire ES1-572,14962d6d,15.6,4,Linux,2.4,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,500,0,HDD,No,Intel,HD Graphics 620,39762,In Progress,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Precision 3520,b0152660,15.6,8,Windows 10,2.23,Full HD,1920,1080,No,No,No,Intel,3,Xeon E3-1505M V6,64,1024,Flash Storage,HDD,Nvidia,Quadro M620,179370,Warranty Expired,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
MSI,GV62 7RD-1686NL,29623f0f,15.6,8,Windows 10,2.2,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7300HQ,256,0,SSD,No,Nvidia,GeForce GTX 1050,92496.6,Under Warranty,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
Microsoft,Surface Laptop,44008cd0,13.5,16,Windows 10 S,1.25,Standard,2256,1504,Yes,No,No,Intel,2.5,Core i7 7660U,512,0,SSD,No,Intel,Iris Plus Graphics 640,233010,In Progress,https://images.unsplash.com/photo-1612219469155-1d257f1d8d2e
HP,15-bs024nv (i5-7200U/8GB/128GB/W10),d2e7ea64,15.6,8,Windows 10,1.91,Standard,1366,768,No,No,No,Intel,2.5,Core i5 7200U,128,0,SSD,No,Intel,HD Graphics 620,53010,Warranty Expired,https://images.unsplash.com/photo-1602080858428-57174f9431cf
Dell,Precision 3520,4fba14c4,15.6,16,Windows 10,2.17,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 6820HQ,256,0,SSD,No,Nvidia,Quadro M620,177750,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
HP,ProBook 650,eacf8d7d,15.6,8,Windows 10,2.31,Full HD,1920,1080,No,Yes,No,Intel,2.9,Core i7 7820HQ,512,0,SSD,No,Intel,HD Graphics 620,138060,Under Warranty,https://images.unsplash.com/photo-1580894908361-967195033215
Lenovo,ThinkPad T470,938a644d,14,8,Windows 10,1.65,Full HD,1920,1080,No,No,No,Intel,2.5,Core i5 7200U,256,0,SSD,No,Intel,HD Graphics 620,121050,Under Warranty,https://images.unsplash.com/photo-1593642634367-d91a135587b5
Dell,Inspiron 5570,aa26a01d,15.6,8,Windows 10,2.36,Full HD,1920,1080,No,No,No,Intel,1.8,Core i7 8550U,128,1024,SSD,HDD,AMD,Radeon 530,88110,Under Warranty,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Dell,Inspiron 3168,f34b78b6,11.6,4,Windows 10,1.47,Standard,1366,768,Yes,No,No,Intel,1.6,Pentium Quad Core N3710,500,0,HDD,No,Intel,HD Graphics 405,43110,Under Warranty,https://images.unsplash.com/photo-1588872657578-7efd1f1555ed
Dell,Alienware 17,74094951,17.3,8,Windows 10,4.42,Full HD,1920,1080,No,Yes,No,Intel,2.7,Core i7 7700HQ,1024,0,HDD,No,Nvidia,GeForce GTX 1060,184140,In Progress,https://images.unsplash.com/photo-1593642702821-c8da6771f0c6
Microsoft,Surface Laptop,6cb51fdf,13.5,4,Windows 10 S,1.252,Standard,2256,1504,Yes,No,No,Intel,2.2,Core M m3-7Y30,128,0,SSD,No,Intel,HD Graphics 615,89010,In Progress,https://images.unsplash.com/photo-1593642532973-d31b6557fa68
